,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespirationType
568_Sch_TF,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield two factor,Specific Growth Rate,-2.0742579428162644,0.36351989268684337,306.513104941,11.260261179625822,NA,306.55,299.55,308.45,0.6527107986,0.9037836772117338,-24.867146203860813,-23.90834885772054,2,False,6,4,568,CT430,"Briand, J. F., Leboulanger, C., Humbert, J. F., Bernard, C. & Dufour, P. (2004). Cylindrospermopsis raciborskii (cyanobacteria) invasion at mid-latitudes: selection, wide physiological tolerance, or global warming? J. Phycol., 40, 231-238.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
568_Sch_OS,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield simple,Specific Growth Rate,-2.0742576715856096,0.3635198384834206,NA,11.260173622467695,NA,306.55,299.55,308.45,0.652710411677,0.9037836801761576,-24.867146203803124,-23.90834885766285,3,False,6,4,568,CT430,"Briand, J. F., Leboulanger, C., Humbert, J. F., Bernard, C. & Dufour, P. (2004). Cylindrospermopsis raciborskii (cyanobacteria) invasion at mid-latitudes: selection, wide physiological tolerance, or global warming? J. Phycol., 40, 231-238.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
569_Sch_O,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield,Specific Growth Rate,-0.9740401063457147,4.043475887449688e-09,NA,17.888500231358556,-1.81445873579,306.35,293.75,308.75,0.369858421416,0.9890334469116898,-39.60171565522721,-39.05939937063083,1,False,6,6,569,CT431,"Briand, J. F., Leboulanger, C., Humbert, J. F., Bernard, C. & Dufour, P. (2004). Cylindrospermopsis raciborskii (cyanobacteria) invasion at mid-latitudes: selection, wide physiological tolerance, or global warming? J. Phycol., 40, 231-238.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
569_Sch_OS,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield simple,Specific Growth Rate,-2.4048646652584655,0.34270207866816493,NA,10.598990445595044,NA,306.25,298.85,308.35,0.421604570717,0.9500479798281442,-34.49836236381385,-33.539565017673574,2,False,6,4,569,CT431,"Briand, J. F., Leboulanger, C., Humbert, J. F., Bernard, C. & Dufour, P. (2004). Cylindrospermopsis raciborskii (cyanobacteria) invasion at mid-latitudes: selection, wide physiological tolerance, or global warming? J. Phycol., 40, 231-238.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
569_Sch_TF,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield two factor,Specific Growth Rate,-2.4048637791846392,0.3427018724362839,306.272258813,10.598806866895545,NA,306.25,298.85,308.35,0.421603968498,0.9500479868829645,-34.49836236330587,-33.5395650171656,3,False,6,4,569,CT431,"Briand, J. F., Leboulanger, C., Humbert, J. F., Bernard, C. & Dufour, P. (2004). Cylindrospermopsis raciborskii (cyanobacteria) invasion at mid-latitudes: selection, wide physiological tolerance, or global warming? J. Phycol., 40, 231-238.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
570_Sch_OS,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield simple,Specific Growth Rate,-2.649555509868434,0.5585218496700362,NA,30621895567.032047,NA,NA,NA,NA,NA,0.7400606906517591,-10.505685210100673,-10.458495647930171,1,False,5,4,570,CT432,"Soares, M. C. S., Lürling, M. & Huszar, V. L. (2013). Growth and temperature-related phenotypic plasticity in the cyanobacterium Cylindrospermopsis raciborskii. Phycol. Res., 61, 61-67.",-22.5,-44.75,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
570_Sch_TF,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield two factor,Specific Growth Rate,-2.6495524213439565,0.5585210658750438,403.356933854,223561.5430474928,NA,NA,NA,NA,NA,0.7400607307608646,-10.505685209284401,-10.4584956471139,2,False,5,4,570,CT432,"Soares, M. C. S., Lürling, M. & Huszar, V. L. (2013). Growth and temperature-related phenotypic plasticity in the cyanobacterium Cylindrospermopsis raciborskii. Phycol. Res., 61, 61-67.",-22.5,-44.75,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
572_Sch_O,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield,Specific Growth Rate,-0.7036968960322644,4.290732769085537e-09,NA,7.9769183145155935,-1.66327941696,303.15,291.85,307.15,0.475676813008,0.9989402500016547,-71.79978514956082,-69.24369435780197,1,False,8,6,572,CT434,"Mehnert, G., Leunert, F., Cirés, S., Jöhnk, K. D., Rücker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.92,12.94,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
572_Sch_TF,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield two factor,Specific Growth Rate,-2.464227687753733,0.4779488646647664,301.569646211,3.488240032563117,NA,301.55,294.75,305.75,0.49726061643,0.9637991267981136,-47.36713037308545,-44.96992266468627,2,False,8,4,572,CT434,"Mehnert, G., Leunert, F., Cirés, S., Jöhnk, K. D., Rücker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.92,12.94,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
572_Sch_OS,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield simple,Specific Growth Rate,-2.4642276131725884,0.47794858634922255,NA,3.4882840548798484,NA,301.55,294.75,305.75,0.497261533558,0.9637989631353894,-47.36713035361304,-44.96992264521386,3,False,8,4,572,CT434,"Mehnert, G., Leunert, F., Cirés, S., Jöhnk, K. D., Rücker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.92,12.94,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
606_Sch_TF,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield two factor,Specific Growth Rate,-12.423328552555606,3.4810985361272637,302.189196464,4.009703118389943,NA,302.15,298.65,308.65,0.784884026729,0.8619594358798351,-27.50970352910521,-25.780152783828644,1,False,7,4,606,CT470,"Saker, M. L. & Eaglesham, G. K. (1999). The accumulation of cylindrospermopsin from the cyanobacterium Cylindrospermopsis raciborskii in tissues of the Redclaw crayfish Cherax quadricarinatus. Toxicon, 37, 1065-1077.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
606_Sch_O,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield,Specific Growth Rate,-0.31292660185470494,5.563459581914287e-09,NA,94245.93274230837,-12.1288005053,NA,NA,NA,NA,0.797692071035782,-20.097309520537685,-18.475938477150493,2,False,7,6,606,CT470,"Saker, M. L. & Eaglesham, G. K. (1999). The accumulation of cylindrospermopsin from the cyanobacterium Cylindrospermopsis raciborskii in tissues of the Redclaw crayfish Cherax quadricarinatus. Toxicon, 37, 1065-1077.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
606_Sch_OS,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield simple,Specific Growth Rate,-2.193627069772384,0.4206202119839404,NA,13656.417323821332,NA,NA,NA,NA,NA,0.46516133252050706,-18.066369370463523,-16.336818625186957,3,False,7,4,606,CT470,"Saker, M. L. & Eaglesham, G. K. (1999). The accumulation of cylindrospermopsin from the cyanobacterium Cylindrospermopsis raciborskii in tissues of the Redclaw crayfish Cherax quadricarinatus. Toxicon, 37, 1065-1077.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
607_Sch_TF,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield two factor,Specific Growth Rate,-7.602523898003178,2.0263443271304244,301.350158592,3.3096487344268084,NA,301.35,297.75,305.55,0.608703961866,0.8872160017739867,-35.84461058551478,-34.11505984023822,1,False,7,4,607,CT471,"Saker, M. L. & Eaglesham, G. K. (1999). The accumulation of cylindrospermopsin from the cyanobacterium Cylindrospermopsis raciborskii in tissues of the Redclaw crayfish Cherax quadricarinatus. Toxicon, 37, 1065-1077.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
607_Sch_OS,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield simple,Specific Growth Rate,-6.791299490247309,1.7692102167982378,NA,3.2633408574920058,NA,301.55,297.85,305.55,0.609809893741,0.8841437910210099,-35.659210639743904,-33.929659894467335,2,False,7,4,607,CT471,"Saker, M. L. & Eaglesham, G. K. (1999). The accumulation of cylindrospermopsin from the cyanobacterium Cylindrospermopsis raciborskii in tissues of the Redclaw crayfish Cherax quadricarinatus. Toxicon, 37, 1065-1077.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
607_Sch_O,Cylindrospermopsis cylindrospermopsis raciborskii,schoolfield,Specific Growth Rate,-0.6641038070684525,2.398125053315603e-06,NA,54.651670773614754,-4.87486033498,NA,NA,NA,NA,0.5197416943842932,-21.705963763364508,-20.084592719977316,3,False,7,6,607,CT471,"Saker, M. L. & Eaglesham, G. K. (1999). The accumulation of cylindrospermopsin from the cyanobacterium Cylindrospermopsis raciborskii in tissues of the Redclaw crayfish Cherax quadricarinatus. Toxicon, 37, 1065-1077.",,,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,True,
90_Sch_TF,Deferribacter thermophilus,schoolfield two factor,Specific Growth Rate,-4.552392252239481,1.0337878093178596,331.615755328,3.507080112346829,NA,331.6529,326.3529,335.8529,17.102365669,0.9036802273325653,18.51669755581858,20.91390526421776,1,False,8,4,90,Greene_1997_D_thermophilus,"1997,  GREENE,, A.C. et al., 'Deferribacter thermophilus gen. nov., sp. nov., a Novel Thermophilic Manganese- and Iron-Reducing Bacterium Isolated from a Petroleum Reservoir', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (505-509)",58.11,-3.08,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,thermophilus,True,N14
90_Sch_OS,Deferribacter thermophilus,schoolfield simple,Specific Growth Rate,0.20062973571983791,0.31169713133265975,NA,121.9719512356147,NA,339.6529,330.5529,340.0529,16.2602141678,0.6544779496698894,28.47691933239256,30.874127040791738,2,False,8,4,90,Greene_1997_D_thermophilus,"1997,  GREENE,, A.C. et al., 'Deferribacter thermophilus gen. nov., sp. nov., a Novel Thermophilic Manganese- and Iron-Reducing Bacterium Isolated from a Petroleum Reservoir', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (505-509)",58.11,-3.08,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,thermophilus,True,N14
90_Sch_O,Deferribacter thermophilus,schoolfield,Specific Growth Rate,2.687369783337231,1.3711186630516181e-09,NA,939.3814822302761,-3976.80051537,336.5529,327.3529,336.7529,14.6929794947,0.3172666150025827,40.149529730614674,42.70562052237353,3,False,8,6,90,Greene_1997_D_thermophilus,"1997,  GREENE,, A.C. et al., 'Deferribacter thermophilus gen. nov., sp. nov., a Novel Thermophilic Manganese- and Iron-Reducing Bacterium Isolated from a Petroleum Reservoir', INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY, 47, (505-509)",58.11,-3.08,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,thermophilus,True,N14
62_Sch_OS,Deinococcus geothermalis,schoolfield simple,Specific Growth Rate,-1.9469798907925726,0.8215108207273925,NA,3.7269484860935025,NA,321.0499,315.6499,325.0499,20.2880291256,0.9619560612009237,12.591371752494673,15.577494639175772,1,False,9,4,62,Ferreiria_1997_AG3a,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,geothermalis,True,Aerobic
62_Sch_TF,Deinococcus geothermalis,schoolfield two factor,Specific Growth Rate,-1.9469777146051954,0.8215103459711993,321.054922707,3.726952705413625,NA,321.0499,315.6499,325.0499,20.2880323172,0.9619560484398174,12.591371752936501,15.5774946396176,2,False,9,4,62,Ferreiria_1997_AG3a,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,geothermalis,True,Aerobic
62_Sch_O,Deinococcus geothermalis,schoolfield,Specific Growth Rate,2.5329059641476985,0.06104866215224669,NA,6.39996500868609,-11006309.9004,321.5499,315.8499,326.7499,18.4219368549,0.518321878329367,42.14510532012261,45.52567736147615,3,False,9,6,62,Ferreiria_1997_AG3a,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,geothermalis,True,Aerobic
63_Sch_TF,Deinococcus murrayi,schoolfield two factor,Specific Growth Rate,-0.2697623706166078,0.48379327378378634,323.665711748,13.990095369773478,NA,323.6499,317.7499,325.3499,18.2087614777,0.8996180208854472,18.07550904926059,20.472716757659768,1,False,8,4,63,Ferreiria_1997_Alt1,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,murrayi,True,Aerobic
63_Sch_OS,Deinococcus murrayi,schoolfield simple,Specific Growth Rate,-0.26978362652952925,0.48379774714275614,NA,13.988723797966001,NA,323.6499,317.7499,325.3499,18.2086921929,0.8996182664025107,18.075509113276684,20.472716821675863,2,False,8,4,63,Ferreiria_1997_Alt1,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,murrayi,True,Aerobic
63_Sch_O,Deinococcus murrayi,schoolfield,Specific Growth Rate,-0.26979665395062585,0.4838004909521395,NA,13.987879527725786,-3080.99200261,323.6499,317.7499,325.3499,18.2086494172,0.8996184182965217,22.075509165592976,24.631599957351824,3,False,8,6,63,Ferreiria_1997_Alt1,"1997,  FERREIRA, A.C et al , 'Deinococcus geothermalis sp. nov. and Deinococcus murrayi sp. nov., Two Extremely Radiation-Resistant and Slightly Thermophilic Species from Hot Springs', INTERNATIONAL JOURNAL OFSYSTEMATIC BACTERIOLOGY, 47, (939-947)",40.835,14.165999999999999,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,murrayi,True,Aerobic
501_Sch_O,Desulfitobacterium dehalogenans,schoolfield,Dehalogenation,2.0107458841077444,3.995704989101512e-09,NA,11.296699142733289,-2.08384159134,312.6051,303.4051,315.7051,7.15644695157,0.9899533047030628,-23.06596236562359,-17.111316863392833,1,False,13,6,501,Utkin_2004_dehalogenation,"1994,  Utkin, I. et al, 'solation and Characterization of Desulfitobacten'urn dehazogenans gen. nov., sp. nov., an Anaerobic Bacterium Which Reductively Dechlorinates Chlorophenolic Compounds', INTERNATIONAL JOUR.NAL OF SYSTEMATIC BACTERIOLOGY , 44 (612-619)",33.98,-83.38,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,True,Fermentation
501_Sch_OS,Desulfitobacterium dehalogenans,schoolfield simple,Dehalogenation,-1.9373880628358415,0.8172127885965066,NA,4.100897052669117,NA,310.6051,305.7051,314.0051,7.59863661296,0.9384211585494845,-3.3868101648188755,1.4379366224888077,2,False,13,4,501,Utkin_2004_dehalogenation,"1994,  Utkin, I. et al, 'solation and Characterization of Desulfitobacten'urn dehazogenans gen. nov., sp. nov., an Anaerobic Bacterium Which Reductively Dechlorinates Chlorophenolic Compounds', INTERNATIONAL JOUR.NAL OF SYSTEMATIC BACTERIOLOGY , 44 (612-619)",33.98,-83.38,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,True,Fermentation
501_Sch_TF,Desulfitobacterium dehalogenans,schoolfield two factor,Dehalogenation,-1.9373649541640343,0.8172065798799656,310.628387429,4.100946576325405,NA,310.6051,305.7051,314.0051,7.59864508522,0.9384211683686421,-3.3868100919455504,1.4379366953621329,3,False,13,4,501,Utkin_2004_dehalogenation,"1994,  Utkin, I. et al, 'solation and Characterization of Desulfitobacten'urn dehazogenans gen. nov., sp. nov., an Anaerobic Bacterium Which Reductively Dechlorinates Chlorophenolic Compounds', INTERNATIONAL JOUR.NAL OF SYSTEMATIC BACTERIOLOGY , 44 (612-619)",33.98,-83.38,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,True,Fermentation
502_Sch_TF,Desulfitobacterium dehalogenans,schoolfield two factor,Specific Growth Rate,-2.7250006249007073,0.8063761263326227,311.731591566,5.337789777489708,NA,311.68982,307.18982,314.58982,3.85679231627,0.9595954484239615,-49.353556611666065,-41.676085532020316,1,False,23,4,502,Utkin_2004_growth,"1994,  Utkin, I. et al, 'solation and Characterization of Desulfitobacten'urn dehazogenans gen. nov., sp. nov., an Anaerobic Bacterium Which Reductively Dechlorinates Chlorophenolic Compounds', INTERNATIONAL JOUR.NAL OF SYSTEMATIC BACTERIOLOGY , 44 (612-619)",33.98,-83.38,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,True,Fermentation
